VWAP_0,OPEN_0,HIGH_0,LOW_0,CLOSE_0,VOLUME_0,AMOUNT_0,VWAP_1,OPEN_1,HIGH_1,LOW_1,CLOSE_1,VOLUME_1,AMOUNT_1,VWAP_2,OPEN_2,HIGH_2,LOW_2,CLOSE_2,VOLUME_2,AMOUNT_2,VWAP_3,OPEN_3,HIGH_3,LOW_3,CLOSE_3,VOLUME_3,AMOUNT_3,VWAP_4,OPEN_4,HIGH_4,LOW_4,CLOSE_4,VOLUME_4,AMOUNT_4,VWAP_5,OPEN_5,HIGH_5,LOW_5,CLOSE_5,VOLUME_5,AMOUNT_5,VWAP_6,OPEN_6,HIGH_6,LOW_6,CLOSE_6,VOLUME_6,AMOUNT_6,VWAP_7,OPEN_7,HIGH_7,LOW_7,CLOSE_7,VOLUME_7,AMOUNT_7,VWAP_8,OPEN_8,HIGH_8,LOW_8,CLOSE_8,VOLUME_8,AMOUNT_8,VWAP_9,OPEN_9,HIGH_9,LOW_9,CLOSE_9,VOLUME_9,AMOUNT_9,ACTUAL_VWAP_0
0.8476208092018527,0.9809523809523814,1.0,0.7142857142857139,0.7714285714285714,0.8470166739266445,0.9080355045870373,0.7858987584342556,0.7714285714285714,0.8857142857142866,0.7238095238095248,0.7619047619047621,0.21570971050206786,0.23292004524667578,0.7291269654928045,0.7238095238095248,0.7619047619047621,0.6952380952380952,0.7333333333333342,0.2609810988526929,0.2759579920012527,0.5797483325074345,0.6761904761904766,0.6857142857142858,0.5047619047619055,0.5714285714285724,0.5168026095928521,0.5271807330175569,0.7157227351642225,0.6000000000000003,0.9428571428571424,0.4857142857142869,0.7428571428571434,0.9540131004460276,1.0,0.7018923830451158,0.6761904761904766,0.800000000000001,0.619047619047619,0.6666666666666672,0.21285174108850058,0.22341930069697485,0.5583254873835397,0.6000000000000003,0.6571428571428579,0.4857142857142869,0.6095238095238097,0.1605888724051834,0.15861258236862902,0.5896817714552509,0.5428571428571428,0.6571428571428579,0.5238095238095242,0.6095238095238097,0.016320217123229213,0.012018269747254114,0.6818517266794827,0.6571428571428579,0.7428571428571434,0.619047619047619,0.6285714285714283,0.0,0.0,0.4163816295768961,0.4476190476190479,0.5047619047619055,0.3619047619047624,0.39047619047619037,0.6089880656167518,0.6019675452375507,0.21000145352337932
0.8554330669789197,0.8421052631578948,0.9473684210526326,0.7982456140350886,0.8333333333333336,0.1827550980055499,0.20781613594656978,0.803143257690741,0.7982456140350886,0.8333333333333336,0.7719298245614035,0.80701754385965,0.221110242035037,0.2462154921897742,0.6655576746779001,0.754385964912281,0.7631578947368423,0.5964912280701758,0.657894736842106,0.43784914154228677,0.47036167610718976,0.7907972560723102,0.6842105263157896,1.0,0.5789473684210533,0.8157894736842112,0.8082656884791514,0.8922209152350133,0.7780587738573436,0.754385964912281,0.8684210526315801,0.7017543859649121,0.7456140350877197,0.18033374905905292,0.19933937294902154,0.6458261068006285,0.6842105263157896,0.7368421052631585,0.5789473684210533,0.6929824561403508,0.13605523389142327,0.14151746340872712,0.6747068947614151,0.6315789473684207,0.7368421052631585,0.6140350877192983,0.6929824561403508,0.013826929130290665,0.010722951633436338,0.7596002745732077,0.7368421052631585,0.8157894736842112,0.7017543859649121,0.7105263157894733,0.0,0.0,0.5150883430313512,0.5438596491228069,0.5964912280701758,0.46491228070175433,0.491228070175438,0.5159511519298655,0.5370880341536217,0.3250013387715328,0.4210526315789466,0.5438596491228069,0.13157894736841994,0.22807017543859653,0.8472270329424876,0.858672560624523,0.23036288198515195
0.803143257690741,0.7982456140350886,0.8333333333333336,0.7719298245614035,0.80701754385965,0.221110242035037,0.2462154921897742,0.6655576746779001,0.754385964912281,0.7631578947368423,0.5964912280701758,0.657894736842106,0.43784914154228677,0.47036167610718976,0.7907972560723102,0.6842105263157896,1.0,0.5789473684210533,0.8157894736842112,0.8082656884791514,0.8922209152350133,0.7780587738573436,0.754385964912281,0.8684210526315801,0.7017543859649121,0.7456140350877197,0.18033374905905292,0.19933937294902154,0.6458261068006285,0.6842105263157896,0.7368421052631585,0.5789473684210533,0.6929824561403508,0.13605523389142327,0.14151746340872712,0.6747068947614151,0.6315789473684207,0.7368421052631585,0.6140350877192983,0.6929824561403508,0.013826929130290665,0.010722951633436338,0.7596002745732077,0.7368421052631585,0.8157894736842112,0.7017543859649121,0.7105263157894733,0.0,0.0,0.5150883430313512,0.5438596491228069,0.5964912280701758,0.46491228070175433,0.491228070175438,0.5159511519298655,0.5370880341536217,0.3250013387715328,0.4210526315789466,0.5438596491228069,0.13157894736841994,0.22807017543859653,0.8472270329424876,0.858672560624523,0.23036288198515195,0.04385964912280613,0.4210526315789466,0.0,0.3508771929824553,1.0,1.0,0.4594314027588283
0.6655576746779001,0.754385964912281,0.7631578947368423,0.5964912280701758,0.657894736842106,0.43784914154228677,0.47036167610718976,0.7907972560723102,0.6842105263157896,1.0,0.5789473684210533,0.8157894736842112,0.8082656884791514,0.8922209152350133,0.7780587738573436,0.754385964912281,0.8684210526315801,0.7017543859649121,0.7456140350877197,0.18033374905905292,0.19933937294902154,0.6458261068006285,0.6842105263157896,0.7368421052631585,0.5789473684210533,0.6929824561403508,0.13605523389142327,0.14151746340872712,0.6747068947614151,0.6315789473684207,0.7368421052631585,0.6140350877192983,0.6929824561403508,0.013826929130290665,0.010722951633436338,0.7596002745732077,0.7368421052631585,0.8157894736842112,0.7017543859649121,0.7105263157894733,0.0,0.0,0.5150883430313512,0.5438596491228069,0.5964912280701758,0.46491228070175433,0.491228070175438,0.5159511519298655,0.5370880341536217,0.3250013387715328,0.4210526315789466,0.5438596491228069,0.13157894736841994,0.22807017543859653,0.8472270329424876,0.858672560624523,0.23036288198515195,0.04385964912280613,0.4210526315789466,0.0,0.3508771929824553,1.0,1.0,0.4594314027588283,0.48245614035087675,0.5350877192982457,0.3508771929824553,0.38596491228070173,0.4581192604215602,0.46926380977244886,0.46944344380198666
0.7907972560723102,0.6842105263157896,1.0,0.5789473684210533,0.8157894736842112,0.8082656884791514,0.8922209152350133,0.7780587738573436,0.754385964912281,0.8684210526315801,0.7017543859649121,0.7456140350877197,0.18033374905905292,0.19933937294902154,0.6458261068006285,0.6842105263157896,0.7368421052631585,0.5789473684210533,0.6929824561403508,0.13605523389142327,0.14151746340872712,0.6747068947614151,0.6315789473684207,0.7368421052631585,0.6140350877192983,0.6929824561403508,0.013826929130290665,0.010722951633436338,0.7596002745732077,0.7368421052631585,0.8157894736842112,0.7017543859649121,0.7105263157894733,0.0,0.0,0.5150883430313512,0.5438596491228069,0.5964912280701758,0.46491228070175433,0.491228070175438,0.5159511519298655,0.5370880341536217,0.3250013387715328,0.4210526315789466,0.5438596491228069,0.13157894736841994,0.22807017543859653,0.8472270329424876,0.858672560624523,0.23036288198515195,0.04385964912280613,0.4210526315789466,0.0,0.3508771929824553,1.0,1.0,0.4594314027588283,0.48245614035087675,0.5350877192982457,0.3508771929824553,0.38596491228070173,0.4581192604215602,0.46926380977244886,0.46944344380198666,0.22807017543859653,0.5964912280701758,0.2105263157894741,0.5526315789473681,0.5511043434792666,0.5688419818291636,0.5239630447447378
0.8959464668660309,0.868686868686868,1.0,0.8080808080808068,0.858585858585858,0.18033374905905292,0.19933937294902154,0.7436785472249652,0.7878787878787871,0.8484848484848482,0.6666666666666666,0.7979797979797969,0.13605523389142327,0.14151746340872712,0.7769352121495073,0.727272727272726,0.8484848484848482,0.7070707070707062,0.7979797979797969,0.013826929130290665,0.010722951633436338,0.8746912252661169,0.8484848484848482,0.9393939393939389,0.8080808080808068,0.8181818181818167,0.0,0.0,0.593132031369434,0.6262626262626253,0.6868686868686864,0.5353535353535346,0.5656565656565642,0.5159511519298655,0.5370880341536217,0.3742439658581282,0.48484848484848336,0.6262626262626253,0.15151515151515005,0.2626262626262624,0.8472270329424876,0.858672560624523,0.2652663489525989,0.050505050505049415,0.48484848484848336,0.0,0.40404040404040253,1.0,1.0,0.5290422213586502,0.5555555555555544,0.6161616161616155,0.40404040404040253,0.44444444444444386,0.4581192604215602,0.46926380977244886,0.5405712383174385,0.2626262626262624,0.6868686868686864,0.2424242424242426,0.6363636363636352,0.5511043434792666,0.5688419818291636,0.603351384857576,0.656565656565655,0.6868686868686864,0.5151515151515148,0.5656565656565642,0.25774309024904596,0.2628627336744682,0.7563782830165082
0.7079247709160734,0.75,0.8076923076923083,0.6346153846153852,0.7596153846153845,0.13605523389142327,0.14151746340872712,0.7395825577192433,0.6923076923076917,0.8076923076923083,0.6730769230769229,0.7596153846153845,0.013826929130290665,0.010722951633436338,0.832638762512939,0.8076923076923083,0.8942307692307697,0.7692307692307688,0.7788461538461533,0.0,0.0,0.5646160683228272,0.5961538461538459,0.6538461538461541,0.5096153846153845,0.5384615384615377,0.5159511519298655,0.5370880341536217,0.3562514674995647,0.4615384615384606,0.5961538461538459,0.14423076923076797,0.25,0.8472270329424876,0.858672560624523,0.2525131590991088,0.048076923076922094,0.4615384615384606,0.0,0.3846153846153836,1.0,1.0,0.5036074991779463,0.5288461538461533,0.5865384615384615,0.3846153846153836,0.42307692307692296,0.4581192604215602,0.46926380977244886,0.5145822364752545,0.25,0.6538461538461541,0.23076923076923117,0.6057692307692303,0.5511043434792666,0.5688419818291636,0.5743441067394239,0.6249999999999991,0.6538461538461541,0.4903846153846156,0.5384615384615377,0.25774309024904596,0.2628627336744682,0.7200139424868691,0.5769230769230771,0.8846153846153852,0.5,0.8653846153846148,0.7338156481982702,0.7902269319520169,0.8940013910738311
0.7395825577192433,0.6923076923076917,0.8076923076923083,0.6730769230769229,0.7596153846153845,0.013826929130290665,0.010722951633436338,0.832638762512939,0.8076923076923083,0.8942307692307697,0.7692307692307688,0.7788461538461533,0.0,0.0,0.5646160683228272,0.5961538461538459,0.6538461538461541,0.5096153846153845,0.5384615384615377,0.5159511519298655,0.5370880341536217,0.3562514674995647,0.4615384615384606,0.5961538461538459,0.14423076923076797,0.25,0.8472270329424876,0.858672560624523,0.2525131590991088,0.048076923076922094,0.4615384615384606,0.0,0.3846153846153836,1.0,1.0,0.5036074991779463,0.5288461538461533,0.5865384615384615,0.3846153846153836,0.42307692307692296,0.4581192604215602,0.46926380977244886,0.5145822364752545,0.25,0.6538461538461541,0.23076923076923117,0.6057692307692303,0.5511043434792666,0.5688419818291636,0.5743441067394239,0.6249999999999991,0.6538461538461541,0.4903846153846156,0.5384615384615377,0.25774309024904596,0.2628627336744682,0.7200139424868691,0.5769230769230771,0.8846153846153852,0.5,0.8653846153846148,0.7338156481982702,0.7902269319520169,0.8940013910738311,0.8461538461538459,1.0,0.7692307692307688,0.8461538461538459,0.7673578156435283,0.8509477156583294,0.8237591853970864
0.832638762512939,0.8076923076923083,0.8942307692307697,0.7692307692307688,0.7788461538461533,0.0,0.0,0.5646160683228272,0.5961538461538459,0.6538461538461541,0.5096153846153845,0.5384615384615377,0.5159511519298655,0.5370880341536217,0.3562514674995647,0.4615384615384606,0.5961538461538459,0.14423076923076797,0.25,0.8472270329424876,0.858672560624523,0.2525131590991088,0.048076923076922094,0.4615384615384606,0.0,0.3846153846153836,1.0,1.0,0.5036074991779463,0.5288461538461533,0.5865384615384615,0.3846153846153836,0.42307692307692296,0.4581192604215602,0.46926380977244886,0.5145822364752545,0.25,0.6538461538461541,0.23076923076923117,0.6057692307692303,0.5511043434792666,0.5688419818291636,0.5743441067394239,0.6249999999999991,0.6538461538461541,0.4903846153846156,0.5384615384615377,0.25774309024904596,0.2628627336744682,0.7200139424868691,0.5769230769230771,0.8846153846153852,0.5,0.8653846153846148,0.7338156481982702,0.7902269319520169,0.8940013910738311,0.8461538461538459,1.0,0.7692307692307688,0.8461538461538459,0.7673578156435283,0.8509477156583294,0.8237591853970864,0.8365384615384615,0.9038461538461541,0.7788461538461533,0.7788461538461533,0.17543449001264666,0.19197995769263565,0.6959320523544503
0.5646160683228272,0.5961538461538459,0.6538461538461541,0.5096153846153845,0.5384615384615377,0.44398094238904884,0.46569956917702954,0.3562514674995647,0.4615384615384606,0.5961538461538459,0.14423076923076797,0.25,0.8245121716322332,0.8368775980820429,0.2525131590991088,0.048076923076922094,0.4615384615384606,0.0,0.3846153846153836,1.0,1.0,0.5036074991779463,0.5288461538461533,0.5865384615384615,0.3846153846153836,0.42307692307692296,0.37755038699260746,0.38741575933677885,0.5145822364752545,0.25,0.6538461538461541,0.23076923076923117,0.6057692307692303,0.48436084312684213,0.5023504859282341,0.5743441067394239,0.6249999999999991,0.6538461538461541,0.4903846153846156,0.5384615384615377,0.14738153161528778,0.1491843200611882,0.7200139424868691,0.5769230769230771,0.8846153846153852,0.5,0.8653846153846148,0.694238354187478,0.7578765534216303,0.8940013910738311,0.8461538461538459,1.0,0.7692307692307688,0.8461538461538459,0.7327676976772882,0.827961457869656,0.8237591853970864,0.8365384615384615,0.9038461538461541,0.7788461538461533,0.7788461538461533,0.05283497806148554,0.06737028080693039,0.6959320523544503,0.8173076923076926,0.8269230769230771,0.5961538461538459,0.6249999999999991,0.0,0.0,0.5146490019975175
