Shapelet_0,Shapelet_1,Shapelet_2,Shapelet_3,Shapelet_4,Shapelet_5,Shapelet_6,Shapelet_7,Shapelet_8,Shapelet_9,Shapelet_10,Shapelet_11,Shapelet_12,Shapelet_13,Shapelet_14,Shapelet_15,Shapelet_16,Shapelet_17,Shapelet_18,Shapelet_19,Shapelet_20,Shapelet_21,Shapelet_22,Shapelet_23,Shapelet_24,Shapelet_25,Shapelet_26,Shapelet_27,Shapelet_28,Shapelet_29,Shapelet_30,Shapelet_31,Shapelet_32,Shapelet_33,Shapelet_34,Shapelet_35,Shapelet_36,Shapelet_37,Shapelet_38,Shapelet_39,Shapelet_40,Shapelet_41,Shapelet_42,Shapelet_43,Shapelet_44,Shapelet_45,Shapelet_46,Shapelet_47,Shapelet_48,Shapelet_49,Shapelet_50,Shapelet_51,Shapelet_52,Shapelet_53,Shapelet_54,Shapelet_55,Shapelet_56,Shapelet_57,Shapelet_58,Shapelet_59,Shapelet_60,Shapelet_61,Shapelet_62,Shapelet_63,Shapelet_64,Shapelet_65,Shapelet_66,Shapelet_67,Shapelet_68,Shapelet_69,Shapelet_70,Shapelet_71,Shapelet_72,Shapelet_73,Shapelet_74,Shapelet_75,Shapelet_76,Shapelet_77,Shapelet_78,Shapelet_79,Shapelet_80,Shapelet_81,Shapelet_82,Shapelet_83,Shapelet_84,Shapelet_85,Shapelet_86,Shapelet_87,Shapelet_88,Shapelet_89,Shapelet_90,Shapelet_91,Shapelet_92,Shapelet_93,Shapelet_94,Shapelet_95,Shapelet_96,Shapelet_97,Shapelet_98,Shapelet_99,ACTUAL_VWAP_CHANGE_0
0.11437,0.119177,0.09535,0.049165,0.093151,0.103875,0.087556,0.104902,0.060268,0.073091,0.128189,0.134467,0.119239,0.060267,0.114395,0.095689,0.125293,0.108523,0.137409,0.159554,0.086273,0.082886,0.052542,0.088247,0.137305,0.061375,0.072075,0.073874,0.067303,0.048527,0.111034,0.117924,0.111754,0.150639,0.158023,0.092317,0.05009,0.09974,0.09685,0.089635,0.08926,0.090914,0.16923,0.103888,0.070282,0.112245,0.079923,0.169244,0.134136,0.118675,0.082759,0.095343,0.107092,0.109458,0.119562,0.09986,0.069627,0.117575,0.118125,0.142766,0.134881,0.034657,0.110731,0.064799,0.072796,0.070655,0.13007,0.131411,0.106083,0.151563,0.132211,0.139047,0.121286,0.067728,0.086484,0.081398,0.137032,0.153658,0.153979,0.067788,0.075864,0.091559,0.113861,0.097318,0.078015,0.06358,0.093946,0.082157,0.068615,0.067876,0.145664,0.145679,0.062344,0.086832,0.080398,0.113315,0.157312,0.06936,0.031336,0.151201,-0.06798
0.128394,0.112421,0.114405,0.122959,0.102413,0.107641,0.102291,0.132953,0.120456,0.112224,0.15408,0.108839,0.086246,0.125614,0.112397,0.119546,0.123198,0.130913,0.103355,0.093559,0.112649,0.161194,0.105512,0.100129,0.159898,0.1027,0.12128,0.110497,0.135758,0.138095,0.068073,0.14106,0.126591,0.147049,0.106344,0.100651,0.180531,0.084203,0.083726,0.118717,0.089374,0.087518,0.081521,0.063838,0.148675,0.07926,0.106906,0.094019,0.100245,0.07524,0.094869,0.160906,0.072477,0.070746,0.070074,0.081535,0.108193,0.064482,0.063604,0.090432,0.113873,0.140786,0.078973,0.106124,0.106306,0.124355,0.061855,0.061303,0.087644,0.125142,0.055319,0.154996,0.06388,0.179496,0.103488,0.143273,0.051865,0.093533,0.112469,0.131084,0.107249,0.102968,0.162181,0.101856,0.139498,0.119012,0.096377,0.095066,0.112594,0.183051,0.046374,0.045826,0.133566,0.107761,0.109993,0.102059,0.050271,0.147018,0.193825,0.042774,-0.067816
0.08747,0.092035,0.08068,0.078676,0.065828,0.072765,0.070336,0.0673,0.077754,0.074976,0.114048,0.090712,0.06536,0.076627,0.055732,0.0852,0.115421,0.054905,0.061795,0.083373,0.041086,0.048915,0.06279,0.045196,0.137832,0.081942,0.062146,0.040346,0.038729,0.035112,0.08292,0.046107,0.133343,0.085965,0.11174,0.041227,0.043123,0.084889,0.078417,0.082212,0.069432,0.070145,0.099644,0.060543,0.121046,0.100538,0.072258,0.121465,0.141722,0.106581,0.058139,0.042325,0.074074,0.075251,0.102956,0.062919,0.065365,0.089887,0.088,0.146952,0.107326,0.044266,0.065077,0.036249,0.0532,0.070122,0.110491,0.111969,0.058645,0.094048,0.104198,0.153197,0.058533,0.041408,0.045797,0.016235,0.095715,0.112116,0.124566,0.057168,0.043935,0.047063,0.162669,0.049266,0.124457,0.049547,0.080917,0.023461,0.043387,0.078789,0.112555,0.109351,0.062391,0.10905,0.041531,0.012583,0.137631,0.061966,0.046858,0.113109,-0.067462
0.077157,0.055411,0.072292,0.053371,0.049939,0.047617,0.04879,0.074191,0.047546,0.050567,0.10268,0.074575,0.077945,0.063033,0.07831,0.07848,0.056751,0.096389,0.086505,0.09036,0.084686,0.10322,0.058679,0.054816,0.093778,0.043722,0.076029,0.053959,0.088442,0.077195,0.034449,0.128862,0.063595,0.132252,0.07732,0.060656,0.116857,0.052126,0.052346,0.081991,0.05742,0.056031,0.090701,0.039652,0.049308,0.047626,0.070178,0.059806,0.06403,0.044417,0.063243,0.122599,0.046084,0.044921,0.040753,0.054966,0.057163,0.038076,0.037882,0.056303,0.093001,0.083724,0.055425,0.08938,0.072,0.084074,0.034536,0.034082,0.06361,0.120125,0.030627,0.09334,0.036172,0.126558,0.075393,0.131003,0.030943,0.052693,0.085107,0.09804,0.076057,0.076174,0.073666,0.076391,0.049936,0.081862,0.059301,0.066309,0.078925,0.11832,0.024447,0.024713,0.091941,0.031254,0.080595,0.114312,0.025645,0.107216,0.124081,0.022675,-0.067032
0.077707,0.104441,0.072606,0.090241,0.070679,0.109364,0.073,0.094411,0.083213,0.073949,0.065311,0.099909,0.08585,0.092892,0.080781,0.066497,0.070943,0.079685,0.094743,0.10993,0.086155,0.076504,0.108455,0.120353,0.057807,0.110317,0.083031,0.108736,0.075548,0.078947,0.111956,0.093774,0.066664,0.108097,0.11654,0.111587,0.081028,0.178491,0.174135,0.053676,0.163449,0.165569,0.132016,0.084091,0.044398,0.195431,0.151886,0.139065,0.222732,0.203903,0.153187,0.083723,0.184842,0.187728,0.204811,0.173203,0.122868,0.200564,0.200747,0.234229,0.112389,0.077397,0.184473,0.132007,0.140189,0.139063,0.218361,0.220128,0.176607,0.132315,0.22,0.059897,0.106429,0.078299,0.151556,0.116822,0.222919,0.146685,0.135928,0.073455,0.140354,0.156749,0.0564,0.162956,0.061396,0.127976,0.060365,0.096369,0.132333,0.043483,0.236674,0.235932,0.127309,0.108076,0.143377,0.139096,0.25355,0.064683,0.086903,0.242739,-0.065681
0.06713,0.092887,0.043811,0.061691,0.047568,0.08389,0.052944,0.07976,0.058539,0.047951,0.051409,0.071515,0.042993,0.056275,0.04968,0.035526,0.035561,0.063242,0.063314,0.064995,0.061052,0.069843,0.07693,0.083271,0.033536,0.071597,0.041125,0.087734,0.056765,0.064857,0.071709,0.070268,0.030756,0.069909,0.07106,0.0843,0.078076,0.128438,0.121786,0.018386,0.111125,0.112333,0.062019,0.045353,0.034285,0.146245,0.109978,0.09498,0.186813,0.153669,0.098448,0.077318,0.120807,0.122563,0.151006,0.107673,0.098071,0.13883,0.137222,0.194582,0.060911,0.064032,0.111917,0.088069,0.090522,0.104081,0.161101,0.162821,0.103813,0.078985,0.156262,0.023735,0.088069,0.07818,0.086078,0.094605,0.149367,0.10469,0.075903,0.033411,0.082005,0.088221,0.026723,0.091456,0.035452,0.083793,0.015825,0.080051,0.079556,0.029058,0.16774,0.164731,0.094038,0.066533,0.080098,0.104457,0.193317,0.03455,0.08369,0.169677,-0.065216
0.065939,0.093759,0.08419,0.103073,0.069922,0.086095,0.063074,0.073965,0.084774,0.061727,0.072972,0.093333,0.092193,0.102634,0.075062,0.085393,0.090316,0.061238,0.086782,0.119214,0.073259,0.052572,0.096663,0.104416,0.08309,0.114233,0.0954,0.082642,0.058995,0.060858,0.107861,0.083642,0.093207,0.107631,0.120461,0.086658,0.06207,0.137151,0.133637,0.083954,0.124547,0.126461,0.159561,0.092189,0.05255,0.151771,0.113744,0.132235,0.175785,0.159228,0.116316,0.059424,0.14454,0.147201,0.160258,0.135231,0.107049,0.157473,0.157913,0.185942,0.131791,0.068043,0.146557,0.124407,0.104695,0.102497,0.172368,0.173916,0.14036,0.143471,0.174507,0.091071,0.08242,0.050828,0.117849,0.088218,0.178774,0.133248,0.154163,0.085413,0.106682,0.123096,0.096143,0.129183,0.075732,0.093823,0.093329,0.06825,0.098851,0.05215,0.189713,0.189447,0.092456,0.12494,0.110668,0.112615,0.203567,0.073711,0.070271,0.19566,-0.063916
0.081496,0.092878,0.090819,0.077101,0.073698,0.070493,0.056252,0.057271,0.059257,0.044551,0.109273,0.097751,0.090908,0.075482,0.068208,0.094827,0.112146,0.051285,0.083561,0.118883,0.047943,0.032547,0.055942,0.056387,0.125417,0.064915,0.069398,0.035651,0.028924,0.026284,0.098051,0.072494,0.123877,0.104498,0.12361,0.051092,0.02633,0.122391,0.120364,0.091919,0.112717,0.11473,0.157397,0.082439,0.077424,0.13463,0.09933,0.128209,0.151489,0.141495,0.107091,0.044915,0.13512,0.137929,0.143759,0.128397,0.058817,0.144795,0.14603,0.161599,0.134786,0.031972,0.141983,0.056763,0.095125,0.087338,0.155646,0.157012,0.137377,0.129694,0.160277,0.132681,0.079036,0.022067,0.114874,0.031157,0.168853,0.112283,0.146614,0.066645,0.101497,0.121127,0.14291,0.128039,0.084836,0.083749,0.100464,0.044662,0.092087,0.052181,0.175783,0.17666,0.078314,0.102456,0.107908,0.052011,0.184156,0.060644,0.022734,0.18292,-0.062847
0.034771,0.065125,0.034787,0.055625,0.03513,0.064319,0.044571,0.059856,0.057439,0.05287,0.045278,0.068249,0.03644,0.043772,0.037337,0.024818,0,0.063842,0.050803,0.038368,0.065792,0.069468,0.080107,0.0644,0.017826,0.063421,0.039365,0.077749,0.068087,0.074111,0.059359,0.075012,0.013793,0.070269,0.067084,0.091319,0.08497,0.060708,0.056938,0.026038,0.050227,0.051238,0.03283,0.046432,0.039967,0.072463,0.047358,0.085775,0.100291,0.077734,0.04342,0.083507,0.06049,0.062077,0.07661,0.05365,0.093754,0.070803,0.07045,0.106027,0.062463,0.081346,0.060464,0.082706,0.037152,0.042971,0.08433,0.085526,0.056582,0.081152,0.082974,0.018738,0.068383,0.094227,0.042611,0.096028,0.082817,0.092867,0.067019,0.052302,0.036156,0.045941,0.01877,0.049907,0.031759,0.03185,0.028118,0.086427,0.032251,0.058394,0.092611,0.091564,0.036581,0.05152,0.038344,0.090233,0.107685,0.060876,0.094698,0.095684,-0.062679
0.061541,0.073987,0.041269,0.090187,0.036606,0.086857,0.054966,0.079032,0.08393,0.071201,0.045677,0.044827,0.014314,0.080162,0.025807,0.047769,0.038368,0.044194,0.020496,0,0.047005,0.075265,0.104411,0.090784,0.040264,0.095598,0.056036,0.089785,0.061999,0.081538,0.059839,0.042413,0.046644,0.043081,0.040768,0.080649,0.106387,0.057439,0.053054,0.047682,0.046177,0.047002,0.020841,0.038126,0.085621,0.069642,0.04561,0.074436,0.100859,0.074783,0.0386,0.06013,0.05391,0.055264,0.072828,0.046478,0.126076,0.06505,0.064259,0.105886,0.038539,0.091826,0.051679,0.092244,0.033344,0.042639,0.079912,0.081121,0.047563,0.040733,0.07702,0.039156,0.077604,0.093207,0.034994,0.087432,0.074473,0.085027,0.065722,0.041032,0.030165,0.037619,0.069402,0.040918,0.090538,0.029153,0.058062,0.093191,0.027515,0.053169,0.085626,0.08401,0.036456,0.097028,0.031122,0.067334,0.103015,0.041387,0.122401,0.087768,-0.06255
0.101121,0.098666,0.114177,0.091658,0.114969,0.085846,0.107319,0.103335,0.089728,0.097079,0.126858,0.100259,0.079421,0.097958,0.08378,0.096222,0.129356,0.082036,0.087003,0.102366,0.066273,0.080329,0.081815,0.06554,0.155107,0.097241,0.096017,0.08527,0.073568,0.077876,0.090297,0.082924,0.137798,0.097454,0.132648,0.080306,0.086868,0.027292,0.025135,0.088862,0.021057,0.021816,0.100464,0.07949,0.165029,0.035133,0.01843,0.117539,0.056249,0.038832,0.017837,0.09784,0.030146,0.03147,0.038256,0.027297,0.094634,0.035633,0.035876,0.060134,0.124666,0.094903,0.034886,0.056545,0.013348,0.015973,0.043934,0.044775,0.033782,0.094958,0.044034,0.170512,0.07477,0.109454,0.023293,0.055241,0.047055,0.088238,0.13935,0.103216,0.016202,0.027007,0.174376,0.031063,0.147123,0.009728,0.083453,0.051604,0.012071,0.130068,0.051753,0.05171,0.012242,0.1264,0.02046,0.033814,0.060993,0.109374,0.106811,0.055032,-0.060567
0.114838,0.129769,0.08218,0.081848,0.088739,0.122211,0.096161,0.120056,0.086358,0.093379,0.11013,0.128501,0.109924,0.078724,0.112585,0.069007,0.098124,0.123684,0.131734,0.143232,0.100817,0.110212,0.093787,0.120434,0.108092,0.092259,0.068194,0.115277,0.088195,0.070956,0.105058,0.118306,0.087062,0.123517,0.113477,0.110621,0.098008,0.083155,0.085396,0.067967,0.082467,0.08457,0.137153,0.085109,0.056293,0.087841,0.063301,0.156152,0.084719,0.092505,0.084728,0.10816,0.109745,0.112756,0.097885,0.111087,0.105174,0.109372,0.112748,0.093728,0.097907,0.065846,0.130258,0.122963,0.072935,0.050645,0.108163,0.108918,0.130788,0.132262,0.119273,0.093617,0.126286,0.103994,0.110179,0.131708,0.139416,0.153723,0.104278,0.070682,0.091407,0.118942,0.076533,0.127789,0.079277,0.061311,0.068894,0.11095,0.078266,0.060768,0.134432,0.138466,0.045382,0.084713,0.104478,0.160556,0.12713,0.068114,0.083707,0.144402,-0.058983
0.087655,0.094721,0.066012,0.065158,0.071422,0.099991,0.07435,0.097847,0.067096,0.068639,0.09409,0.103213,0.101818,0.076137,0.106467,0.065369,0.073798,0.111509,0.120233,0.131479,0.097375,0.110402,0.076405,0.122775,0.081991,0.06669,0.085126,0.111524,0.091007,0.084695,0.077992,0.133618,0.061167,0.134938,0.095519,0.110914,0.107417,0.004769,0.003619,0.066603,0.002173,0.002442,0.130705,0.071047,0.020488,0.008934,0.002512,0.112368,0.026828,0.010791,0.001896,0.119275,0.007027,0.007794,0.009828,0.007766,0.095124,0.008304,0.008673,0.027894,0.095469,0.071261,0.01429,0.131325,0.000509,0.00379,0.012567,0.013041,0.015894,0.142418,0.012423,0.066992,0.087572,0.103547,0.01079,0.145781,0.016045,0.122577,0.106701,0.087401,0.00493,0.014088,0.046461,0.017456,0.046123,0,0.060553,0.10354,0.00203,0.061258,0.01687,0.017235,0.003158,0.066105,0.009961,0.175281,0.022572,0.075986,0.100066,0.019275,-0.056854
0.043018,0.036919,0.04832,0.053597,0.048785,0.045753,0.036808,0.04498,0.046979,0.042261,0.047616,0.036377,0.027037,0.065623,0.028676,0.047697,0.065792,0.012061,0.018661,0.047005,0,0.024684,0.04516,0.056953,0.072736,0.069391,0.049901,0.060463,0.01929,0.021469,0.039984,0.024383,0.07666,0.027519,0.044293,0.03801,0.038233,0.050113,0.047181,0.050681,0.041424,0.042444,0.065185,0.0354,0.067146,0.060351,0.037498,0.045136,0.084284,0.065167,0.036185,0.023466,0.052547,0.054163,0.064634,0.047321,0.065443,0.060855,0.060915,0.089758,0.051335,0.038555,0.055189,0.054268,0.030005,0.033051,0.071993,0.073064,0.052341,0.038155,0.071877,0.080878,0.042662,0.02918,0.038831,0.033333,0.073953,0.049547,0.079513,0.044376,0.031361,0.042636,0.087754,0.046961,0.087639,0.024712,0.053779,0.035738,0.026762,0.023307,0.081388,0.080955,0.027438,0.091668,0.034843,0.031483,0.093388,0.026845,0.064336,0.08499,-0.056504
0.119885,0.136918,0.077768,0.070257,0.070355,0.119099,0.069702,0.101381,0.075146,0.070465,0.141386,0.136997,0.107892,0.064525,0.110024,0.084619,0.110892,0.121407,0.128981,0.134232,0.099409,0.105046,0.06431,0.089616,0.126788,0.050458,0.057185,0.059238,0.078482,0.059371,0.10271,0.120487,0.10623,0.15851,0.138983,0.082818,0.073352,0.0422,0.042131,0.088789,0.038744,0.040093,0.141531,0.081251,0.056015,0.04836,0.028684,0.174752,0.058113,0.052389,0.038231,0.102098,0.055949,0.058015,0.054532,0.055252,0.059474,0.058476,0.06017,0.064184,0.128324,0.038534,0.06811,0.065642,0.030571,0.021761,0.062147,0.062926,0.067926,0.166809,0.067303,0.120448,0.10772,0.072544,0.053109,0.085222,0.078247,0.174964,0.12647,0.054492,0.040715,0.059123,0.114551,0.065343,0.063683,0.023456,0.088631,0.092196,0.03251,0.075139,0.078245,0.080106,0.017516,0.063789,0.049079,0.112175,0.079648,0.06988,0.040861,0.084552,-0.056472
0.079613,0.100617,0.060739,0.052422,0.060926,0.079208,0.059359,0.076431,0.055148,0.053319,0.073318,0.095317,0.064791,0.050391,0.064537,0.049499,0.061006,0.071637,0.083839,0.099746,0.060019,0.060479,0.061486,0.068377,0.067688,0.066628,0.039182,0.072263,0.049202,0.044374,0.084955,0.07624,0.057789,0.084491,0.096236,0.078162,0.051975,0.162143,0.157818,0.034321,0.147548,0.14954,0.097293,0.061708,0.04503,0.178552,0.137036,0.119252,0.206086,0.186674,0.137616,0.071098,0.167619,0.170354,0.187322,0.156463,0.079563,0.182805,0.182908,0.21693,0.082978,0.045147,0.167172,0.070817,0.125391,0.125189,0.200215,0.201921,0.15972,0.096533,0.201453,0.063889,0.09824,0.060876,0.135927,0.077041,0.203919,0.116661,0.095771,0.038008,0.125318,0.140884,0.0528,0.146817,0.046837,0.113976,0.033813,0.070271,0.117803,0.03321,0.21732,0.216517,0.114021,0.069536,0.128187,0.094571,0.234124,0.040401,0.052692,0.223017,-0.056311
0.112805,0.113319,0.086241,0.086591,0.105601,0.106584,0.106453,0.105712,0.085369,0.094749,0.10023,0.112559,0.08916,0.090766,0.084051,0.073316,0.11809,0.081632,0.094981,0.124058,0.060663,0.069068,0.087509,0.103054,0.124755,0.114897,0.065222,0.117599,0.049364,0.050701,0.10746,0.064704,0.120057,0.065323,0.102892,0.091473,0.068194,0.13552,0.131067,0.066277,0.121415,0.123149,0.123617,0.081835,0.104408,0.151208,0.113237,0.136056,0.180083,0.158736,0.111789,0.065312,0.138651,0.141078,0.158729,0.128096,0.125064,0.153219,0.153069,0.189681,0.078047,0.052558,0.137448,0.10211,0.101087,0.103354,0.170392,0.172005,0.13059,0.082045,0.170552,0.121884,0.11762,0.071726,0.109208,0.083815,0.171609,0.12153,0.102608,0.055111,0.10001,0.113587,0.112421,0.11889,0.128914,0.091262,0.07102,0.067736,0.09366,0.043029,0.184836,0.18377,0.093178,0.134675,0.102282,0.108961,0.202187,0.04522,0.075087,0.189678,-0.056001
0.099709,0.121761,0.068859,0.098386,0.07509,0.133017,0.081943,0.113647,0.102872,0.092278,0.080494,0.103252,0.07877,0.089017,0.074607,0.06204,0.081993,0.084599,0.081518,0.088409,0.075923,0.091389,0.111486,0.135635,0.077591,0.110766,0.06714,0.125571,0.070502,0.079225,0.109242,0.080065,0.080991,0.079926,0.086726,0.116556,0.096074,0.178849,0.176043,0.053981,0.166417,0.16879,0.101425,0.080411,0.067783,0.193861,0.150894,0.136448,0.213264,0.202101,0.158554,0.076208,0.191897,0.195116,0.204624,0.182462,0.135779,0.20476,0.205884,0.225462,0.072829,0.073271,0.196785,0.125358,0.144303,0.136156,0.21869,0.220331,0.19014,0.091925,0.223445,0.064494,0.126584,0.076793,0.163653,0.108178,0.231479,0.157703,0.100696,0.049935,0.149416,0.170191,0.076865,0.177593,0.0931,0.130637,0.058983,0.1186,0.139131,0.026134,0.241364,0.241914,0.124817,0.119153,0.1552,0.133039,0.252479,0.036488,0.090472,0.249121,-0.055385
0.106324,0.081254,0.090893,0.086321,0.08564,0.091711,0.098652,0.121377,0.08591,0.098066,0.136911,0.087305,0.094503,0.105151,0.121876,0.096431,0.11826,0.135772,0.117261,0.115847,0.114726,0.150182,0.090236,0.098892,0.14218,0.072021,0.121241,0.094895,0.125028,0.115749,0.044321,0.140652,0.107843,0.163068,0.112536,0.074785,0.160272,0.157428,0.159608,0.112238,0.169448,0.167225,0.096897,0.050675,0.103014,0.146217,0.186963,0.092209,0.155999,0.139733,0.180748,0.165243,0.151134,0.149028,0.135579,0.166605,0.078755,0.135363,0.135504,0.143383,0.122374,0.119117,0.16555,0.111025,0.194824,0.207217,0.124241,0.123126,0.178655,0.143625,0.120273,0.147555,0.037078,0.174304,0.199761,0.139592,0.12226,0.07631,0.118034,0.13898,0.202234,0.19997,0.129986,0.199117,0.105038,0.209996,0.090298,0.076596,0.207003,0.174522,0.108474,0.109613,0.220597,0.059922,0.208464,0.115197,0.102745,0.150683,0.168772,0.105363,-0.049395
0.089724,0.070911,0.078667,0.051686,0.071242,0.059233,0.053152,0.089729,0.052593,0.052799,0.111253,0.090552,0.068783,0.065024,0.091963,0.079116,0.068439,0.103357,0.094377,0.094617,0.085465,0.11436,0.048613,0.056548,0.100537,0.047637,0.067827,0.072655,0.09479,0.090248,0.03989,0.132965,0.064656,0.128863,0.093468,0.071413,0.120247,0.043772,0.042252,0.073545,0.045383,0.043963,0.079376,0.043297,0.065581,0.042376,0.060439,0.069056,0.066906,0.040082,0.047977,0.136401,0.03213,0.030894,0.035163,0.037703,0.056747,0.028243,0.027182,0.059661,0.092553,0.079211,0.035917,0.067127,0.056623,0.074554,0.029636,0.029433,0.041988,0.115754,0.023108,0.097954,0.053355,0.137035,0.052934,0.128793,0.018738,0.058977,0.081879,0.087595,0.055764,0.052705,0.077633,0.052148,0.053531,0.066543,0.052248,0.068603,0.060125,0.124997,0.017112,0.016096,0.080859,0.04426,0.057597,0.105026,0.024698,0.108572,0.129781,0.014206,-0.049154
0.072149,0.056169,0.07729,0.068958,0.074184,0.054676,0.074675,0.073912,0.058312,0.066287,0.094847,0.062787,0.059942,0.089999,0.070603,0.089058,0.107799,0.065092,0.069937,0.087808,0.054574,0.07035,0.059422,0.052281,0.125378,0.073066,0.092185,0.055972,0.061612,0.060217,0.049557,0.071008,0.107922,0.099486,0.101923,0.044745,0.079238,0.015882,0.013456,0.089561,0.013863,0.013005,0.093731,0.047317,0.109114,0.018236,0.025236,0.079825,0.045313,0.017909,0.013555,0.082572,0.005683,0.00509,0.013601,0.007632,0.063657,0.006013,0.004927,0.041206,0.105188,0.070245,0.007364,0.062299,0.018694,0.035078,0.011318,0.011497,0.010648,0.100345,0.005426,0.142665,0.032072,0.095822,0.015592,0.063163,0.001014,0.054089,0.118406,0.095286,0.016728,0.015974,0.134718,0.016304,0.108609,0.025073,0.079895,0.027313,0.019485,0.119512,0.003121,0.001817,0.038077,0.088835,0.018052,0.0414,0.013853,0.099581,0.101581,0.001363,-0.047843
0.073742,0.102068,0.059139,0.075537,0.055926,0.086061,0.061235,0.065362,0.077712,0.066536,0.083924,0.099771,0.068371,0.062025,0.059395,0.058676,0.073723,0.061522,0.073724,0.090089,0.051691,0.051441,0.074418,0.079688,0.084126,0.082565,0.043611,0.074477,0.039778,0.040312,0.093572,0.058172,0.083407,0.074235,0.09075,0.074066,0.047098,0.188355,0.184211,0.058882,0.173436,0.17567,0.102985,0.074276,0.058888,0.205322,0.160667,0.130705,0.231313,0.213965,0.163336,0.045138,0.196217,0.199241,0.215267,0.18462,0.088821,0.21183,0.2122,0.243299,0.084342,0.039343,0.196674,0.078409,0.149696,0.146983,0.229281,0.231065,0.188745,0.096414,0.231618,0.080359,0.098243,0.035042,0.162739,0.054731,0.235564,0.135396,0.099579,0.040201,0.150736,0.168271,0.087572,0.174817,0.077208,0.136798,0.068049,0.071187,0.142081,0.024365,0.248953,0.24844,0.134947,0.096455,0.15426,0.080113,0.265016,0.035633,0.040133,0.255487,-0.047676
0.085715,0.073974,0.06236,0.060214,0.064436,0.096564,0.07134,0.119193,0.056118,0.068333,0.105896,0.063975,0.073388,0.080047,0.101188,0.059704,0.079766,0.122529,0.09918,0.091179,0.099442,0.139672,0.066358,0.100085,0.092793,0.041972,0.091981,0.090834,0.113345,0.102468,0.025296,0.134513,0.061474,0.143451,0.086215,0.07924,0.147503,0.109557,0.112362,0.075035,0.1214,0.119693,0.069446,0.029909,0.054024,0.099102,0.133809,0.074033,0.104488,0.093597,0.13279,0.1525,0.109097,0.107616,0.091003,0.124092,0.058345,0.093663,0.09449,0.094229,0.088547,0.097347,0.1262,0.092488,0.143881,0.150137,0.081948,0.080961,0.138585,0.123192,0.080673,0.08746,0.042375,0.159551,0.155111,0.134646,0.086448,0.076367,0.087096,0.100896,0.154331,0.156679,0.07455,0.157235,0.055871,0.155899,0.06012,0.090687,0.156475,0.12965,0.071961,0.073893,0.161893,0.027213,0.162322,0.122219,0.063778,0.10706,0.147435,0.070782,-0.046794
0.079277,0.091911,0.06222,0.070026,0.069988,0.103188,0.075094,0.116633,0.062567,0.066425,0.060904,0.07843,0.067043,0.072233,0.079484,0.040977,0.037579,0.099727,0.091128,0.079834,0.096552,0.110321,0.098625,0.120576,0.034797,0.081847,0.07159,0.128368,0.097684,0.104674,0.073999,0.120967,0.021856,0.098642,0.079637,0.125224,0.131613,0.028042,0.025007,0.026431,0.020418,0.021003,0.0769,0.055209,0.038442,0.036863,0.020294,0.095353,0.062544,0.040614,0.015903,0.127276,0.026869,0.027969,0.039056,0.022871,0.130038,0.033866,0.033554,0.06588,0.067969,0.103586,0.028588,0.130798,0.012308,0.019155,0.044288,0.045187,0.026881,0.096041,0.042516,0.020811,0.094808,0.143837,0.017501,0.162699,0.04251,0.096224,0.081894,0.071151,0.01228,0.020392,0.014594,0.023702,0.041134,0.009701,0.024569,0.111736,0.009558,0.064817,0.049339,0.048543,0.015322,0.067971,0.014925,0.168517,0.061854,0.068004,0.138788,0.051567,-0.046666
0.093523,0.104116,0.066452,0.06875,0.069648,0.102277,0.06939,0.104079,0.082235,0.079908,0.080668,0.09861,0.065792,0.057372,0.06107,0.059332,0.088279,0.068355,0.06776,0.083218,0.048948,0.068767,0.073495,0.088814,0.099396,0.092941,0.039014,0.090696,0.04689,0.041907,0.092372,0.056207,0.086735,0.06108,0.086002,0.082428,0.061168,0.167871,0.16411,0.050375,0.154074,0.156209,0.08759,0.067597,0.081481,0.183767,0.141686,0.125617,0.208276,0.191938,0.144907,0.051718,0.176173,0.17909,0.193286,0.16565,0.100761,0.190502,0.190986,0.219632,0.058478,0.040444,0.177709,0.073268,0.131918,0.128751,0.206624,0.208306,0.170552,0.06308,0.209174,0.090126,0.113014,0.057055,0.145742,0.07144,0.213715,0.13463,0.083167,0.026678,0.133776,0.151289,0.092252,0.157772,0.100481,0.119656,0.057374,0.082293,0.125225,0.027772,0.225815,0.225515,0.117512,0.108917,0.137731,0.084923,0.240505,0.021317,0.055703,0.232282,-0.046517
0.124602,0.106496,0.108214,0.114497,0.099557,0.106297,0.112526,0.134487,0.119619,0.124692,0.151199,0.117321,0.096127,0.120801,0.122703,0.117451,0.115786,0.149563,0.118835,0.104398,0.131896,0.171089,0.115309,0.10282,0.153492,0.105381,0.12527,0.114548,0.147451,0.144625,0.070677,0.150566,0.118028,0.163379,0.120031,0.107308,0.186299,0.112051,0.112128,0.125344,0.119099,0.117014,0.084568,0.071218,0.142438,0.105242,0.13791,0.110892,0.124337,0.100317,0.126123,0.175977,0.10031,0.098322,0.095029,0.111202,0.115584,0.090151,0.089372,0.113182,0.121569,0.146855,0.108248,0.121487,0.139016,0.157097,0.085401,0.084666,0.118285,0.142744,0.078875,0.15688,0.066685,0.19775,0.136689,0.162096,0.075923,0.100756,0.117191,0.143079,0.140924,0.136022,0.145633,0.134625,0.134501,0.153176,0.099559,0.101843,0.146775,0.199335,0.06839,0.068093,0.167831,0.09577,0.144157,0.12206,0.07033,0.16526,0.198928,0.064434,-0.046431
