DATE_0,PRC_AVE_0,MA3_0,MA3_CHANGE_0,MA5_0,MA5_CHANGE_0,MA10_0,MA10_CHANGE_0,MACD_LINE_0,MACD_SIGNAL_0,KDJ_K_0,KDJ_D_0,KDJ_J_0,RSI_0,WR_0,BOLL_PERCENT_0,BOLL_WIDTH_0,ACTUAL_PRC_AVE_0
12/11/10,0.481382978723406,0.532734588494916,0.13475549895702782,0.4785332042317588,0.16520149860086306,0.4012877610421894,0.20890928357697852,-0.2920646814040424,-0.4812780498401704,0.7000480501371935,0.6960359571627912,0.7080722360859979,0.30888929539267884,0.0,0.5200130146105112,0.12777750356173484,0.6436170212765977
12/12/10,0.5928571428571473,0.4362646522751596,-0.003166794819025311,0.3903059161693893,0.01578125301337157,0.296739540054146,0.05457999933484095,-0.2610257533753213,-0.4372275905472006,0.6621009989420377,0.6847243044225401,0.6168543879810329,0.30412221906733516,0.41379310344827436,0.41593651465352816,0.12889902121067634,0.2500000000000013
12/13/10,0.3723404255319145,0.48445240063043743,-0.04589676218862443,0.49392076782776356,-0.0485129153699525,0.41962458459208557,-0.02794752321601432,-0.24569866442546484,-0.3989218053228535,0.5505960682602101,0.6400148923684301,0.37175842004377024,0.3010113951822078,0.6724137931034451,0.351304949345315,0.12511269102297026,0.3457446808510651
12/14/10,0.7379518072289181,0.7215015833110311,-0.04679626882343091,0.7567411733968324,-0.06404465243589962,0.7519180715032349,-0.06168746700664431,-0.23727204300406157,-0.3665918528590951,0.43028243631140434,0.570104073682755,0.15063916156870305,0.299262188719025,0.8103448275862073,0.31701335077695253,0.12091410966879733,0.37650602409638634
12/15/10,0.36764705882352877,0.4934390083224442,-0.10763609237308085,0.586741312877934,-0.15447745241289235,0.6520671651475004,-0.18701040378355574,-0.25030221661402763,-0.34333392561008164,0.28685495754093626,0.47568770163548213,-0.09081053064815547,0.29287986368059793,1.0,0.18944605111950072,0.1178554059603477,0.5882352941176461
12/16/10,0.29761904761904767,0.3389423554012363,0.06868656689363781,0.35613501265574926,0.06003075685073009,0.3829343953872726,0.04656798740020111,-0.22495204247239187,-0.3196575489825437,0.3734588605828465,0.4416114212846036,0.23715373917933213,0.31577356273071805,0.45333333333333314,0.3958566562904453,0.11543878914477428,0.7261904761904756
12/17/10,0.26481131560552057,0.07806869934184094,0.0930473971225046,0.030258953475416798,0.11868111904794587,0.0,0.1349721806317282,-0.18657282293153443,-0.29304060377234187,0.5200836848330102,0.4677688424674058,0.6247133695642189,0.32715886749340145,0.1866666666666627,0.49729838090532086,0.11609137215006998,0.5237982385172101
12/18/10,0.26833333333333087,0.2441185964228391,0.21022672226115507,0.1441936031498751,0.2994292957023582,0.05154190778044191,0.3835430091900305,-0.10890736234617648,-0.2562139554871088,0.6800557898886734,0.538531158274495,0.9631050531170302,0.3596931362867936,0.0,0.7666552364806569,0.11740669779396165,0.6799999999999997
12/19/10,0.6078485035604845,0.4020416363120647,0.226964667886289,0.21095328375909983,0.3638544995492734,0.0,0.5192946208973637,-0.011717530122929531,-0.20731467041427296,0.7867038599257823,0.6212553921582575,1.1176007954608318,0.3843153931220964,0.0,0.9320659410327609,0.12494492174408005,0.7549053147253024
12/20/10,0.731617328126695,0.5054517045453163,0.10944763158387852,0.29338267771136384,0.23593795393493347,0.0,0.4162389099584475,0.06376416213315039,-0.15309890390478828,0.855744960115131,0.6994185814772154,1.1683977173909623,0.38395586608645943,0.0061728395061716075,0.8670728134635745,0.13783976765886893,0.6908806725744967
12/21/10,0.6530087100182531,0.6065775323052521,0.084719263876578,0.3788918887257469,0.1968076320178128,0.0,0.388961229411206,0.13095051176816241,-0.09628902077019816,0.9038299734100874,0.7675557121215061,1.1763784959872499,0.39067401126356166,0.0,0.8962394693489623,0.1362286809925907,0.5899193845670223
12/22/10,0.6480747710620341,0.5215396901535123,-0.057655083583328236,0.38244159905400155,-0.00318497604038065,0.0,0.14970062864425712,0.15337912744496052,-0.046355391127166426,0.8661192070795933,0.8004102104408686,0.9975372003570429,0.3762851100714714,0.20930232558139475,0.7688075318030284,0.11693669785549805,0.5663143643390768
12/23/10,0.5087466158287935,0.5276809051514901,0.024029020481167975,0.39942206067458624,0.06857983072898022,0.0,0.2098918685422606,0.1843601895570366,-2.1227499032581976E-4,0.8778004016189536,0.8262069408335637,0.980987323189733,0.389010215272649,0.09883720930232644,0.8329212543765366,0.12076859134349992,0.7060533029139541
12/24/10,0.3276531454842015,0.2695893432107341,0.025838964835643186,0.20744547372395303,0.0641178467254869,0.0,0.19404221635611735,0.2105207346356508,0.0419343269348695,0.887999249934264,0.8468043772004639,0.9703889954018643,0.39250481738012777,0.0697674418604656,0.8227445807347219,0.1265614071415233,0.6649584698035741
12/25/10,0.5961927566489166,0.5216399969208758,0.20004200179711762,0.33771957809518316,0.29426551739866397,0.0,0.47189244669998526,0.2836605265389984,0.0902795668556953,0.9253328332895094,0.8729805292301458,1.0300374414082367,0.43987359134701515,0.0,1.0863308995884158,0.12998345870130676,0.8472080700833736
12/26/10,0.8206488772605258,0.610352569325222,0.0723372588925009,0.40913756192141254,0.1583695922427307,0.0,0.33791461378585286,0.32975397573348886,0.138174448631254,0.9201918588296425,0.8887176390966447,0.9831402982956381,0.4346114249474965,0.05952380952381038,0.9466064736440956,0.1494008942557183,0.6156761655582703
12/27/10,0.6080010777764404,0.6282630668696876,0.009199940259883955,0.4551504304871365,0.0690862596943052,0.0,0.23001390972741856,0.35413198891169273,0.18136595668734176,0.8751099847394739,0.8841817543109212,0.8569664455965791,0.42911133367259724,0.18018018018018284,0.8568936880813416,0.16191366920483194,0.5413612609984346
12/28/10,0.528225806451613,0.47009856649230264,-0.04951482217594974,0.40055747507778894,-0.026234386692636752,0.035218225868611515,0.09788282171802912,0.35324146375032583,0.2157410580999386,0.7733708141990749,0.8472447742736391,0.6256228940499464,0.41778181373510254,0.4301075268817229,0.7580435642915091,0.17042730434147835,0.2862903225806479
12/29/10,0.25357142857143167,0.35104365087516276,-0.024818856150419795,0.33175774718879003,-0.017504898804566318,0.07746983121387639,0.07994367027792765,0.3485182151053756,0.242296489501026,0.7055447005054758,0.800011416350918,0.5166112688145916,0.4177818137351025,0.4301075268817229,0.7458021268017313,0.169596256283769,0.5500000000000028
12/30/10,0.45689655172414023,0.44459530656259894,0.07120146644868484,0.3531384172783347,0.10007107075688838,0.02947647909833956,0.20358228992042243,0.36557529135101063,0.26695224987102295,0.7714384024875216,0.7904870783964526,0.7333410506696598,0.44390629332430653,0.09677419354838698,0.8334097372878515,0.16834321465978688,0.19827586206896342
12/31/10,0.4714285714285671,0.5398075397232944,-0.06450082617701253,0.5520386324217775,-0.06680697005703785,0.19321226516710024,0.001296951588011129,0.34525732782435625,0.28261326546168963,0.6404183944511408,0.7404641837480154,0.44032681585739164,0.4198169425346275,0.49462365591397955,0.7014767884113079,0.1657742433143979,0.42142857142857215
1/1/11,0.36875000000000346,0.4986657986289451,0.005709477101414952,0.49702253557937404,0.0060659665128621676,0.23377696256281139,0.06350431841541128,0.3365722301573264,0.293405058400817,0.6056895576534177,0.6955393083831496,0.425990056193954,0.43230622423408704,0.4324324324324317,0.7377253856699507,0.16469061176530544,0.6062500000000014
1/2/11,0.6420454545454553,0.5675753630131517,0.0055617490162924174,0.5588015367147712,0.007654649603078844,0.3557018729805979,0.05634776694886784,0.32672980628535697,0.300070007977725,0.5124886906095236,0.634522435791941,0.26842120024468885,0.433239923155677,0.449275362318843,0.7343988402298228,0.16063896809927117,0.36931818181818693
1/3/11,0.29545454545454763,0.40884832702343693,-0.013488885181330266,0.4192396074600031,-0.01658395839190184,0.29893874661209024,0.019365888288244898,0.31050876414879625,0.30215775921193927,0.4227402081540965,0.5639283599126595,0.14036390463697046,0.42870710930861533,0.8043478260869572,0.7138438783027481,0.1520403079651966,0.5499999999999965
