DATE,OPEN,HIGH,LOW,CLOSE,AMOUNT,VOLUME
20110908,49.100,49.990,44.880,46.630,1842920000,39107830
20110909,45.010,45.120,41.970,41.970,727552320,16877434
20110913,40.220,40.700,38.190,38.300,522792500,13364138
20110914,38.550,39.180,37.440,38.950,402998520,10476711
20110915,39.050,39.700,38.560,38.730,355638960,9098592
20110916,38.730,38.980,37.130,37.220,314697470,8278054
20110919,36.480,36.480,35.000,35.180,241719790,6798346
20110920,34.950,35.980,34.810,35.330,183499310,5173624
20110921,35.440,37.100,35.290,36.870,285664190,7852044
20110922,36.400,36.500,34.800,34.810,240937370,6756039
20110923,33.860,34.400,33.500,34.160,152671740,4489173
20110926,33.910,34.800,33.710,34.310,124213204,3620381
20110927,34.650,34.980,33.650,33.970,126647057,3692758
20110928,34.200,34.560,32.880,32.910,146823130,4353847
20110929,32.420,32.450,31.200,31.250,143306090,4497460
20110930,31.440,31.770,30.680,31.330,79541218,2551766
20111010,31.520,31.790,31.200,31.360,67688811,2152999
20111011,32.310,33.100,31.400,31.760,155486920,4805321
20111012,31.480,33.490,30.060,33.450,216880730,6657629
20111013,33.000,33.960,32.810,33.570,173581060,5185829
20111014,33.330,34.150,33.100,33.730,131353434,3887938
20111017,33.600,34.380,33.450,34.330,146705920,4329376
20111018,33.800,34.280,32.660,32.700,152246470,4553533
20111019,32.670,33.170,32.160,32.290,74570452,2286107
20111020,31.950,31.990,30.110,30.140,107595101,3491346
20111021,30.340,30.550,29.020,29.050,103337608,3475994
20111024,29.180,29.260,27.660,29.070,112865625,3972003
20111025,28.780,30.380,28.600,29.950,110447045,3736156
20111026,29.600,30.220,29.400,29.950,114858341,3847642
20111027,30.010,30.690,29.720,29.910,98139973,3258836
20111028,30.480,30.700,29.960,30.640,126231043,4147075
20111031,30.640,31.420,30.450,30.880,107791025,3490931
20111101,30.390,30.910,30.020,30.680,90128391,2955043
20111102,29.900,31.700,29.650,31.690,128232481,4190113
20111103,31.810,32.230,31.430,31.510,148353200,4659334
20111104,31.590,32.920,31.460,32.290,191573530,5928234
20111108,31.850,31.850,30.860,30.930,120875525,3862421
20111109,30.730,31.300,30.380,31.060,69113782,2242019
20111110,30.590,30.760,29.800,29.820,126030918,4163572
20111111,29.910,30.100,29.500,29.700,49444412,1659280
20111114,30.000,31.250,30.000,31.190,105800256,3441065
20111115,30.990,31.360,30.990,31.280,76334499,2449374
20111116,31.820,33.870,31.800,32.070,291542630,8930249
20111117,32.280,33.750,31.850,33.600,270798020,8162317
20111118,33.070,33.700,32.510,33.170,163527740,4948899
20111121,33.120,33.480,31.400,32.080,122019954,3797289
20111122,31.600,31.840,30.900,31.520,77558346,2468610
20111123,31.560,32.180,31.500,31.640,91318052,2863156
20111124,31.070,31.180,30.080,30.690,106494095,3478666
20111125,30.410,30.850,30.000,30.140,69750723,2302146
20111128,30.050,30.420,29.230,29.310,71821019,2422103
20111129,29.700,30.080,29.500,29.920,65007533,2180105
20111130,29.850,29.850,27.680,27.990,97500583,3417756
20111201,29.100,29.200,28.380,28.450,80253086,2785789
20111202,28.450,28.450,27.680,27.870,39725746,1423713
20111205,27.280,27.400,26.010,26.040,69701556,2617931
20111206,26.000,28.640,25.820,27.520,40356750,1520238
20111207,27.250,27.430,26.710,27.190,48143019,1774210
20111208,26.890,26.890,25.000,26.100,204836890,7968915
20111209,25.400,25.880,25.300,25.570,65334511,2557866
20111212,25.720,25.770,25.110,25.300,59259138,2338129
20111213,25.050,25.050,23.710,23.740,80499119,3321228
20111214,23.620,23.950,23.300,23.470,40238261,1704605
20111215,23.050,23.880,23.000,23.330,54701777,2334703
20111216,23.410,24.490,23.410,24.360,84660740,3522975
20111219,24.060,25.120,23.950,25.040,123697629,4982267
20111220,24.760,25.180,24.360,24.430,68301117,2759552
20111221,24.800,24.870,23.310,23.350,60889442,2504202
20111222,23.020,23.320,21.990,23.080,68784904,3039238
20111223,22.800,23.450,22.800,23.210,45416988,1959448
20111226,23.200,23.420,22.600,22.620,32742702,1425459
20111227,22.500,22.580,21.500,21.550,53185686,2415191
20111228,21.180,21.400,20.720,21.270,44705466,2126200
20111229,21.200,21.740,21.020,21.340,38092714,1773651
20111230,21.460,21.770,21.380,21.560,36448372,1689458
20120104,21.800,22.020,20.910,20.920,37225835,1718296
20120105,20.600,20.670,19.100,19.210,71453712,3610269
20120106,19.190,19.580,18.910,19.500,36853178,1920497
20120109,19.500,20.650,19.100,20.530,55352988,2762801
20120110,20.510,21.900,20.320,21.680,82131314,3872241
20120111,21.560,21.810,21.210,21.480,58130773,2708280
20120112,21.510,22.530,21.480,22.020,116439152,5255259
20120113,21.820,22.280,20.830,21.900,107221501,4967806
20120116,21.650,21.700,20.730,20.760,33697586,1587190
20120117,20.550,22.100,20.220,21.990,70313312,3295121
20120118,21.850,22.200,21.050,21.130,64910483,2978950
20120119,21.130,22.000,21.030,21.870,45809312,2112391
20120120,21.950,22.160,21.560,21.990,54171149,2472676
20120130,22.000,22.250,21.720,21.800,42337156,1923770
20120131,21.540,21.750,20.500,20.850,61440059,2927513
20120201,20.800,21.090,20.430,20.460,31586009,1524007
20120202,20.500,20.920,20.240,20.890,38925324,1889140
20120203,20.760,21.490,20.630,21.460,61639871,2927207
20120206,21.560,22.550,21.320,22.350,129125609,5836043
20120207,22.050,22.270,21.760,21.910,68137406,3098055
20120208,21.900,22.850,21.900,22.740,100553004,4461479
20120209,22.800,23.280,22.530,22.630,91734928,4013189
20120210,22.700,23.230,22.600,22.930,88807726,3875906
20120213,22.800,23.200,22.500,22.880,82587098,3612039
20120214,22.900,22.900,22.400,22.580,75975017,3366901
20120215,22.580,23.140,22.480,23.110,90415596,3941864
20120216,23.020,24.000,22.970,23.700,140151960,5926411
20120217,23.800,24.600,23.770,23.950,127625099,5282050
20120220,24.280,24.450,23.630,23.640,75581633,3155319
20120221,23.660,23.870,23.120,23.820,73858129,3135238
20120222,23.860,24.810,23.860,24.800,116111475,4740912
20120223,24.900,25.300,24.330,24.750,116147518,4683106
20120224,24.780,25.100,24.480,24.980,96099463,3874983
20120227,25.230,25.480,24.850,24.870,116570833,4642238
20120228,24.690,24.700,24.000,24.370,114318879,4700144
20120229,24.210,24.360,23.850,23.880,68072342,2827237
20120301,23.800,24.300,23.760,24.130,58210462,2417193
20120302,24.180,25.300,24.100,25.250,131850253,5319197
20120305,25.340,25.450,24.880,24.920,103792198,4132298
20120306,24.870,24.870,24.160,24.500,71829594,2937366
20120307,24.160,24.680,24.160,24.310,54746539,2242059
20120308,24.380,24.960,24.380,24.690,62416219,2527914
20120309,24.800,25.150,24.590,25.000,80042675,3212242
20120312,25.170,25.190,24.680,24.920,69009321,2771077
20120313,24.910,27.410,24.910,27.410,261566870,9845782
20120314,28.200,28.350,25.910,26.460,297560720,10910139
20120315,26.370,26.670,25.000,25.750,144521490,5588310
20120316,26.100,27.580,26.100,26.800,204802010,7644153
20120319,26.500,26.820,26.090,26.770,103208794,3901299
20120320,26.700,28.390,26.300,27.370,213075950,7738540
20120321,27.380,27.880,26.520,27.000,144530400,5325063
20120322,26.930,27.800,26.630,26.660,88549465,3259104
20120323,26.400,26.400,25.260,25.370,96264250,3743992
20120326,25.050,25.490,24.180,24.500,72609009,2930429
20120327,24.700,24.850,24.220,24.700,64000285,2605764
20120328,25.050,26.940,24.850,25.230,174989760,6827113
20120329,24.970,24.970,23.290,23.330,80752481,3382317
20120330,23.080,23.650,22.910,23.230,46210481,1987871
20120405,23.300,24.150,23.060,24.000,60662773,2543739
20120406,24.020,24.170,23.650,23.970,46134359,1926392
20120409,23.900,24.140,23.480,23.520,36218167,1517839
20120410,23.380,23.380,21.820,22.450,87883509,3915436
20120411,22.070,22.560,22.000,22.300,46560738,2092594
20120412,22.480,22.970,22.290,22.890,49542044,2189141
20120413,23.100,23.190,22.860,23.020,46237383,2005990
20120416,22.800,22.800,22.400,22.700,43736220,1936261
20120417,22.670,22.840,22.260,22.280,40960156,1816480
20120418,22.350,23.220,22.350,23.150,54008252,2361996
20120419,23.010,23.220,22.850,23.040,43131099,1873711
20120420,23.080,23.720,23.040,23.550,66965602,2850827
20120423,23.540,23.720,22.470,22.510,73454576,3192297
20120424,22.360,22.770,21.200,21.900,56489837,2561703
20120425,22.140,22.440,22.000,22.270,34266857,1540960
20120427,21.180,21.180,20.040,20.040,139457650,6919473
20120502,20.050,20.180,18.910,19.680,93845212,4818039
20120503,19.430,19.960,19.320,19.950,48809438,2487494
20120504,19.980,20.330,19.760,20.240,53598050,2677009
20120507,20.050,20.450,19.850,20.420,49348291,2441431
20120508,20.520,21.210,20.520,20.850,74021661,3531608
20120509,20.790,20.790,20.490,20.550,38713430,1876900
20120510,20.590,21.170,20.590,20.770,42028573,2010391
20120511,20.720,20.950,20.510,20.690,28014902,1350166
20120514,20.830,21.000,20.550,20.580,28001128,1352273
20120515,20.520,21.140,20.420,20.930,46396704,2224380
20120516,20.900,20.900,20.150,20.170,31950880,1556047
20120517,20.210,20.560,20.210,20.450,21996780,1078622
20120518,20.280,20.310,19.670,19.710,40418964,2032941
20120521,19.670,19.930,19.300,19.510,21062272,1079682
20120522,19.510,19.850,19.510,19.800,20922222,1062662
20120523,19.730,19.900,19.520,19.750,21598591,1099139
20120524,19.710,20.390,19.710,20.010,42264430,2096041
20120525,20.050,20.160,19.410,19.590,23196177,1175420
20120528,19.460,19.610,18.940,19.600,28953800,1507442
20120529,19.520,20.140,19.410,20.080,32053930,1618822
20120530,19.950,20.260,19.900,20.140,29191391,1451496
20120531,20.100,20.300,19.820,20.200,25369214,1263569
20120601,20.280,20.340,20.050,20.200,19601284,972164
20120604,19.900,19.900,19.200,19.280,28631288,1461680
20120605,19.500,19.570,19.250,19.500,26092557,1343319
20120606,19.590,19.950,19.510,19.680,21107698,1069254
20120607,19.880,19.950,19.470,19.480,17971845,914442
20120608,19.880,19.880,18.950,18.990,35626845,1855003
